submission_id,QUD,RT,age,comments,education,endTime,experiment_id,gender,languages,option1,option2,picture1,picture2,predicate,question,response,scenario,sentence_frame,startDate,startTime,timeSpent,trial_name,trial_number
1650,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes each were big.""</strong></span>",1876,,,,1595593085403,166,,,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,big,To which boxes is Pip referring to?,distributive,move,each,Fri Jul 24 2020 14:16:49 GMT+0200 (GMT+02:00),1595593009116,1.27145,image_selection_pip,9
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes each were big.""</strong></span>",8429,27,,Graduated College,1595538059538,166,male,English,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,big,To which boxes is Pip referring to?,distributive,move,each,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,1
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes were tall.""</strong></span>",6848,27,,Graduated College,1595538059538,166,male,English,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,tall,To which boxes is Pip referring to?,collective,move,bare,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,2
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes together were heavy.""</strong></span>",7748,27,,Graduated College,1595538059538,166,male,English,distributive,collective,images/twoBigblue_300.jpg,images/fiveSmallred_300.jpg,heavy,To which boxes is Pip referring to?,collective,move,together,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,3
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes each were tall.""</strong></span>",10133,27,,Graduated College,1595538059538,166,male,English,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,tall,To which boxes is Pip referring to?,distributive,move,each,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,4
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes each were heavy.""</strong></span>",6413,27,,Graduated College,1595538059538,166,male,English,distributive,collective,images/twoBigblue_300.jpg,images/fiveSmallred_300.jpg,heavy,To which boxes is Pip referring to?,distributive,move,each,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,5
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes were heavy.""</strong></span>",4086,27,,Graduated College,1595538059538,166,male,English,distributive,collective,images/twoBigblue_300.jpg,images/fiveSmallred_300.jpg,heavy,To which boxes is Pip referring to?,collective,move,bare,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,6
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes together were tall.""</strong></span>",4586,27,,Graduated College,1595538059538,166,male,English,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,tall,To which boxes is Pip referring to?,collective,move,together,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,7
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes together were big.""</strong></span>",6992,27,,Graduated College,1595538059538,166,male,English,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,big,To which boxes is Pip referring to?,collective,move,together,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,8
1635,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes were big.""</strong></span>",6285,27,,Graduated College,1595538059538,166,male,English,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,big,To which boxes is Pip referring to?,distributive,move,bare,Thu Jul 23 2020 22:58:37 GMT+0200 (CEST),1595537917474,2.3677333333333332,image_selection_pip,9
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes together were heavy.""</strong></span>",3369,21,Test data,Graduated High School,1595535253463,166,female,German,distributive,collective,images/twoBigblue_300.jpg,images/fiveSmallred_300.jpg,heavy,To which boxes is Pip referring to?,distributive,inspect,together,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,1
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes each were tall.""</strong></span>",2876,21,Test data,Graduated High School,1595535253463,166,female,German,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,tall,To which boxes is Pip referring to?,distributive,inspect,each,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,2
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes were tall.""</strong></span>",3014,21,Test data,Graduated High School,1595535253463,166,female,German,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,tall,To which boxes is Pip referring to?,distributive,inspect,bare,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,3
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes were big.""</strong></span>",2403,21,Test data,Graduated High School,1595535253463,166,female,German,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,big,To which boxes is Pip referring to?,distributive,inspect,bare,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,4
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes each were heavy.""</strong></span>",1945,21,Test data,Graduated High School,1595535253463,166,female,German,distributive,collective,images/twoBigblue_300.jpg,images/fiveSmallred_300.jpg,heavy,To which boxes is Pip referring to?,distributive,inspect,each,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,5
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes were heavy.""</strong></span>",3309,21,Test data,Graduated High School,1595535253463,166,female,German,distributive,collective,images/twoBigblue_300.jpg,images/fiveSmallred_300.jpg,heavy,To which boxes is Pip referring to?,collective,inspect,bare,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,6
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes together were tall.""</strong></span>",2905,21,Test data,Graduated High School,1595535253463,166,female,German,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,tall,To which boxes is Pip referring to?,collective,inspect,together,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,7
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes each were big.""</strong></span>",1868,21,Test data,Graduated High School,1595535253463,166,female,German,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,big,To which boxes is Pip referring to?,distributive,inspect,each,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,8
1633,"This is what Pip tells Jim:<br /><br /><span style='font-size:150%'><strong>""The boxes together were big.""</strong></span>",2410,21,Test data,Graduated High School,1595535253463,166,female,German,collective,distributive,images/fiveSmallred_300.jpg,images/twoBigblue_300.jpg,big,To which boxes is Pip referring to?,collective,inspect,together,Thu Jul 23 2020 22:13:09 GMT+0200 (Central European Summer Time),1595535189994,1.0578166666666666,image_selection_pip,9
